areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate,newCasesYesterday
nation,England,E92000001,2022/10/12,5146,20086702,3650,18788396,1496,1298306,7894
nation,England,E92000001,2022/10/11,7894,20081556,5765,18784746,2129,1296810,9283
nation,England,E92000001,2022/10/10,9283,20073662,6679,18778981,2604,1294681,7843
nation,England,E92000001,2022/10/9,7843,20064379,5757,18772302,2086,1292077,6393
nation,England,E92000001,2022/10/8,6393,20056536,4826,18766545,1567,1289991,8028
nation,England,E92000001,2022/10/7,8028,20050143,5996,18761719,2032,1288424,8516
nation,England,E92000001,2022/10/6,8516,20042115,6392,18755723,2124,1286392,9340
nation,England,E92000001,2022/10/5,9340,20033599,6876,18749331,2464,1284268,10134
nation,England,E92000001,2022/10/4,10134,20024259,7464,18742455,2670,1281804,10825
nation,England,E92000001,2022/10/3,10825,20014125,7929,18734991,2896,1279134,8573
nation,England,E92000001,2022/10/2,8573,20003300,6463,18727062,2110,1276238,6552
nation,England,E92000001,2022/10/1,6552,19994727,5026,18720599,1526,1274128,7071
nation,England,E92000001,2022/9/30,7071,19988175,5431,18715573,1640,1272602,7321
nation,England,E92000001,2022/9/29,7321,19981104,5530,18710142,1791,1270962,7759
nation,England,E92000001,2022/9/28,7759,19973783,5829,18704612,1930,1269171,7603
nation,England,E92000001,2022/9/27,7603,19966024,5616,18698783,1987,1267241,8018
nation,England,E92000001,2022/9/26,8018,19958421,5854,18693167,2164,1265254,6722
nation,England,E92000001,2022/9/25,6722,19950403,4946,18687313,1776,1263090,5302
nation,England,E92000001,2022/9/24,5302,19943681,3999,18682367,1303,1261314,5995
nation,England,E92000001,2022/9/23,5995,19938379,4518,18678368,1477,1260011,6285
nation,England,E92000001,2022/9/22,6285,19932384,4629,18673850,1656,1258534,6915
nation,England,E92000001,2022/9/21,6915,19926099,5066,18669221,1849,1256878,7194
nation,England,E92000001,2022/9/20,7194,19919184,5159,18664155,2035,1255029,5701
nation,England,E92000001,2022/9/19,5701,19911990,4021,18658996,1680,1252994,3937
nation,England,E92000001,2022/9/18,3937,19906289,2881,18654975,1056,1251314,3176
nation,England,E92000001,2022/9/17,3176,19902352,2376,18652094,800,1250258,3700
nation,England,E92000001,2022/9/16,3700,19899176,2737,18649718,963,1249458,4176
nation,England,E92000001,2022/9/15,4176,19895476,3003,18646981,1173,1248495,4404
nation,England,E92000001,2022/9/14,4404,19891300,3199,18643978,1205,1247322,4556
nation,England,E92000001,2022/9/13,4556,19886896,3378,18640779,1178,1246117,4676
nation,England,E92000001,2022/9/12,4676,19882340,3327,18637401,1349,1244939,3869
nation,England,E92000001,2022/9/11,3869,19877664,2828,18634074,1041,1243590,2855
nation,England,E92000001,2022/9/10,2855,19873795,2114,18631246,741,1242549,3097
nation,England,E92000001,2022/9/9,3097,19870940,2323,18629132,774,1241808,3250
nation,England,E92000001,2022/9/8,3250,19867843,2370,18626809,880,1241034,3743
nation,England,E92000001,2022/9/7,3743,19864593,2733,18624439,1010,1240154,3930
nation,England,E92000001,2022/9/6,3930,19860850,2859,18621706,1071,1239144,4382
nation,England,E92000001,2022/9/5,4382,19856920,3149,18618847,1233,1238073,3759
nation,England,E92000001,2022/9/4,3759,19852538,2770,18615698,989,1236840,2969
nation,England,E92000001,2022/9/3,2969,19848779,2211,18612928,758,1235851,3235
nation,England,E92000001,2022/9/2,3235,19845810,2433,18610717,802,1235093,3760
nation,England,E92000001,2022/9/1,3760,19842575,2732,18608284,1028,1234291,3964
nation,England,E92000001,2022/8/31,3964,19838815,2926,18605552,1038,1233263,4473
nation,England,E92000001,2022/8/30,4473,19834851,3161,18602626,1312,1232225,3936
nation,England,E92000001,2022/8/29,3936,19830378,2840,18599465,1096,1230913,2881
nation,England,E92000001,2022/8/28,2881,19826442,2192,18596625,689,1229817,2586
nation,England,E92000001,2022/8/27,2586,19823561,1963,18594433,623,1229128,2988
nation,England,E92000001,2022/8/26,2988,19820975,2283,18592470,705,1228505,3252
nation,England,E92000001,2022/8/25,3252,19817987,2396,18590187,856,1227800,3894
nation,England,E92000001,2022/8/24,3894,19814735,2889,18587791,1005,1226944,4015
nation,England,E92000001,2022/8/23,4015,19810841,3005,18584902,1010,1225939,4505
nation,England,E92000001,2022/8/22,4505,19806826,3323,18581897,1182,1224929,3534
nation,England,E92000001,2022/8/21,3534,19802321,2604,18578574,930,1223747,2828
nation,England,E92000001,2022/8/20,2828,19798787,2167,18575970,661,1222817,3313
nation,England,E92000001,2022/8/19,3313,19795959,2486,18573803,827,1222156,3856
nation,England,E92000001,2022/8/18,3856,19792646,2870,18571317,986,1221329,4381
nation,England,E92000001,2022/8/17,4381,19788790,3264,18568447,1117,1220343,4827
nation,England,E92000001,2022/8/16,4827,19784409,3605,18565183,1222,1219226,5592
nation,England,E92000001,2022/8/15,5592,19779582,4170,18561578,1422,1218004,4778
nation,England,E92000001,2022/8/14,4778,19773990,3619,18557408,1159,1216582,3967
nation,England,E92000001,2022/8/13,3967,19769212,3044,18553789,923,1215423,4774
nation,England,E92000001,2022/8/12,4774,19765245,3650,18550745,1124,1214500,5440
nation,England,E92000001,2022/8/11,5440,19760471,4078,18547095,1362,1213376,5989
nation,England,E92000001,2022/8/10,5989,19755031,4498,18543017,1491,1212014,6460
nation,England,E92000001,2022/8/9,6460,19749042,4924,18538519,1536,1210523,7223
nation,England,E92000001,2022/8/8,7223,19742582,5307,18533595,1916,1208987,5898
nation,England,E92000001,2022/8/7,5898,19735359,4492,18528288,1406,1207071,4850
nation,England,E92000001,2022/8/6,4850,19729461,3759,18523796,1091,1205665,5858
nation,England,E92000001,2022/8/5,5858,19724611,4489,18520037,1369,1204574,6517
nation,England,E92000001,2022/8/4,6517,19718753,4970,18515548,1547,1203205,7410
nation,England,E92000001,2022/8/3,7410,19712236,5718,18510578,1692,1201658,8161
nation,England,E92000001,2022/8/2,8161,19704826,6172,18504860,1989,1199966,8812
nation,England,E92000001,2022/8/1,8812,19696665,6647,18498688,2165,1197977,7667
nation,England,E92000001,2022/7/31,7667,19687853,5885,18492041,1782,1195812,6612
nation,England,E92000001,2022/7/30,6612,19680186,5145,18486156,1467,1194030,7582
nation,England,E92000001,2022/7/29,7582,19673574,5849,18481011,1733,1192563,8338
nation,England,E92000001,2022/7/28,8338,19665992,6349,18475162,1989,1190830,9431
nation,England,E92000001,2022/7/27,9431,19657654,7187,18468813,2244,1188841,10480
nation,England,E92000001,2022/7/26,10480,19648223,8051,18461626,2429,1186597,11927
nation,England,E92000001,2022/7/25,11927,19637743,9137,18453575,2790,1184168,10213
nation,England,E92000001,2022/7/24,10213,19625816,7838,18444438,2375,1181378,8905
nation,England,E92000001,2022/7/23,8905,19615603,6974,18436600,1931,1179003,11175
nation,England,E92000001,2022/7/22,11175,19606698,8656,18429626,2519,1177072,12788
nation,England,E92000001,2022/7/21,12788,19595523,9869,18420970,2919,1174553,14533
nation,England,E92000001,2022/7/20,14533,19582735,11290,18411101,3243,1171634,14864
nation,England,E92000001,2022/7/19,14864,19568202,11346,18399811,3518,1168391,16915
nation,England,E92000001,2022/7/18,16915,19553338,12793,18388465,4122,1164873,15704
nation,England,E92000001,2022/7/17,15704,19536423,12072,18375672,3632,1160751,13671
nation,England,E92000001,2022/7/16,13671,19520719,10675,18363600,2996,1157119,16625
nation,England,E92000001,2022/7/15,16625,19507048,12841,18352925,3784,1154123,19340
nation,England,E92000001,2022/7/14,19340,19490423,14752,18340084,4588,1150339,21639
nation,England,E92000001,2022/7/13,21639,19471083,16642,18325332,4997,1145751,24372
nation,England,E92000001,2022/7/12,24372,19449444,18601,18308690,5771,1140754,27195
nation,England,E92000001,2022/7/11,27195,19425072,20616,18290089,6579,1134983,23039
nation,England,E92000001,2022/7/10,23039,19397877,17802,18269473,5237,1128404,19351
nation,England,E92000001,2022/7/9,19351,19374838,15266,18251671,4085,1123167,22169
nation,England,E92000001,2022/7/8,22169,19355487,17500,18236405,4669,1119082,24048
nation,England,E92000001,2022/7/7,24048,19333318,18599,18218905,5449,1114413,26731
nation,England,E92000001,2022/7/6,26731,19309270,20642,18200306,6089,1108964,28115
nation,England,E92000001,2022/7/5,28115,19282539,21782,18179664,6333,1102875,30383
nation,England,E92000001,2022/7/4,30383,19254424,23333,18157882,7050,1096542,25170
nation,England,E92000001,2022/7/3,25170,19224041,19475,18134549,5695,1089492,19589
nation,England,E92000001,2022/7/2,19589,19198871,15549,18115074,4040,1083797,21060
nation,England,E92000001,2022/7/1,21060,19179282,16745,18099525,4315,1079757,21507
nation,England,E92000001,2022/6/30,21507,19158222,16831,18082780,4676,1075442,21720
nation,England,E92000001,2022/6/29,21720,19136715,17057,18065949,4663,1070766,21868
nation,England,E92000001,2022/6/28,21868,19114995,17359,18048892,4509,1066103,21896
nation,England,E92000001,2022/6/27,21896,19093127,17276,18031533,4620,1061594,18037
nation,England,E92000001,2022/6/26,18037,19071231,14409,18014257,3628,1056974,14472
nation,England,E92000001,2022/6/25,14472,19053194,11841,17999848,2631,1053346,15623
nation,England,E92000001,2022/6/24,15623,19038722,12676,17988007,2947,1050715,16696
nation,England,E92000001,2022/6/23,16696,19023099,13493,17975331,3203,1047768,17761
nation,England,E92000001,2022/6/22,17761,19006403,14458,17961838,3303,1044565,17529
nation,England,E92000001,2022/6/21,17529,18988642,14193,17947380,3336,1041262,16917
nation,England,E92000001,2022/6/20,16917,18971113,13610,17933187,3307,1037926,14523
nation,England,E92000001,2022/6/19,14523,18954196,11856,17919577,2667,1034619,11636
nation,England,E92000001,2022/6/18,11636,18939673,9652,17907721,1984,1031952,11641
nation,England,E92000001,2022/6/17,11641,18928037,9632,17898069,2009,1029968,11911
nation,England,E92000001,2022/6/16,11911,18916396,9653,17888437,2258,1027959,12386
nation,England,E92000001,2022/6/15,12386,18904485,10105,17878784,2281,1025701,12660
nation,England,E92000001,2022/6/14,12660,18892099,10409,17868679,2251,1023420,12955
nation,England,E92000001,2022/6/13,12955,18879439,10469,17858270,2486,1021169,10716
nation,England,E92000001,2022/6/12,10716,18866484,8836,17847801,1880,1018683,8466
nation,England,E92000001,2022/6/11,8466,18855768,7041,17838965,1425,1016803,9154
nation,England,E92000001,2022/6/10,9154,18847302,7638,17831924,1516,1015378,9588
nation,England,E92000001,2022/6/9,9588,18838148,7902,17824286,1686,1013862,9953
nation,England,E92000001,2022/6/8,9953,18828560,8184,17816384,1769,1012176,9482
nation,England,E92000001,2022/6/7,9482,18818607,7811,17808200,1671,1010407,9799
nation,England,E92000001,2022/6/6,9799,18809125,8049,17800389,1750,1008736,8351
nation,England,E92000001,2022/6/5,8351,18799326,6942,17792340,1409,1006986,6277
nation,England,E92000001,2022/6/4,6277,18790975,5357,17785398,920,1005577,5582
nation,England,E92000001,2022/6/3,5582,18784698,4791,17780041,791,1004657,5081
nation,England,E92000001,2022/6/2,5081,18779116,4334,17775250,747,1003866,5713
nation,England,E92000001,2022/6/1,5713,18774035,4956,17770916,757,1003119,5732
nation,England,E92000001,2022/5/31,5732,18768322,4902,17765960,830,1002362,5927
nation,England,E92000001,2022/5/30,5927,18762590,5040,17761058,887,1001532,4686
nation,England,E92000001,2022/5/29,4686,18756663,3995,17756018,691,1000645,4153
nation,England,E92000001,2022/5/28,4153,18751977,3561,17752023,592,999954,4492
nation,England,E92000001,2022/5/27,4492,18747824,3825,17748462,667,999362,4818
nation,England,E92000001,2022/5/26,4818,18743332,4000,17744637,818,998695,5190
nation,England,E92000001,2022/5/25,5190,18738514,4305,17740637,885,997877,5593
nation,England,E92000001,2022/5/24,5593,18733324,4648,17736332,945,996992,6247
nation,England,E92000001,2022/5/23,6247,18727731,5123,17731684,1124,996047,5151
nation,England,E92000001,2022/5/22,5151,18721484,4345,17726561,806,994923,4243
nation,England,E92000001,2022/5/21,4243,18716333,3589,17722216,654,994117,5047
nation,England,E92000001,2022/5/20,5047,18712090,4238,17718627,809,993463,5784
nation,England,E92000001,2022/5/19,5784,18707043,4731,17714389,1053,992654,6390
nation,England,E92000001,2022/5/18,6390,18701259,5315,17709658,1075,991601,6831
nation,England,E92000001,2022/5/17,6831,18694869,5676,17704343,1155,990526,7883
nation,England,E92000001,2022/5/16,7883,18688038,6453,17698667,1430,989371,6730
nation,England,E92000001,2022/5/15,6730,18680155,5637,17692214,1093,987941,5139
nation,England,E92000001,2022/5/14,5139,18673425,4312,17686577,827,986848,5790
nation,England,E92000001,2022/5/13,5790,18668286,4902,17682265,888,986021,6374
nation,England,E92000001,2022/5/12,6374,18662496,5340,17677363,1034,985133,7262
nation,England,E92000001,2022/5/11,7262,18656122,6062,17672023,1200,984099,8152
nation,England,E92000001,2022/5/10,8152,18648860,6773,17665961,1379,982899,8871
nation,England,E92000001,2022/5/9,8871,18640708,7327,17659188,1544,981520,7664
nation,England,E92000001,2022/5/8,7664,18631837,6417,17651861,1247,979976,6353
nation,England,E92000001,2022/5/7,6353,18624173,5445,17645444,908,978729,7509
nation,England,E92000001,2022/5/6,7509,18617820,6365,17639999,1144,977821,8582
nation,England,E92000001,2022/5/5,8582,18610311,7205,17633634,1377,976677,9775
nation,England,E92000001,2022/5/4,9775,18601729,8234,17626429,1541,975300,11149
nation,England,E92000001,2022/5/3,11149,18591954,9301,17618195,1848,973759,10327
nation,England,E92000001,2022/5/2,10327,18580805,8728,17608894,1599,971911,7718
nation,England,E92000001,2022/5/1,7718,18570478,6638,17600166,1080,970312,6864
nation,England,E92000001,2022/4/30,6864,18562760,5945,17593528,919,969232,7987
nation,England,E92000001,2022/4/29,7987,18555896,6855,17587583,1132,968313,9048
nation,England,E92000001,2022/4/28,9048,18547909,7712,17580728,1336,967181,10117
nation,England,E92000001,2022/4/27,10117,18538861,8628,17573016,1489,965845,11293
nation,England,E92000001,2022/4/26,11293,18528744,9634,17564388,1659,964356,13395
nation,England,E92000001,2022/4/25,13395,18517451,11277,17554754,2118,962697,11867
nation,England,E92000001,2022/4/24,11867,18504056,10248,17543477,1619,960579,10571
nation,England,E92000001,2022/4/23,10571,18492189,9262,17533229,1309,958960,12520
nation,England,E92000001,2022/4/22,12520,18481618,10848,17523967,1672,957651,14518
nation,England,E92000001,2022/4/21,14518,18469098,12569,17513119,1949,955979,16963
nation,England,E92000001,2022/4/20,16963,18454580,14762,17500550,2201,954030,20591
nation,England,E92000001,2022/4/19,20591,18437617,17774,17485788,2817,951829,20561
nation,England,E92000001,2022/4/18,20561,18417026,17869,17468014,2692,949012,16262
nation,England,E92000001,2022/4/17,16262,18396465,14390,17450145,1872,946320,16087
nation,England,E92000001,2022/4/16,16087,18380203,14358,17435755,1729,944448,17301
nation,England,E92000001,2022/4/15,17301,18364116,15377,17421397,1924,942719,21434
nation,England,E92000001,2022/4/14,21434,18346815,18974,17406020,2460,940795,25506
nation,England,E92000001,2022/4/13,25506,18325381,22617,17387046,2889,938335,27380
nation,England,E92000001,2022/4/12,27380,18299875,24176,17364429,3204,935446,30597
nation,England,E92000001,2022/4/11,30597,18272495,26941,17340253,3656,932242,25638
nation,England,E92000001,2022/4/10,25638,18241898,22867,17313312,2771,928586,23014
nation,England,E92000001,2022/4/9,23014,18216260,20508,17290445,2506,925815,27388
nation,England,E92000001,2022/4/8,27388,18193246,24305,17269937,3083,923309,31745
nation,England,E92000001,2022/4/7,31745,18165858,27979,17245632,3766,920226,36888
nation,England,E92000001,2022/4/6,36888,18134113,32599,17217653,4289,916460,40394
nation,England,E92000001,2022/4/5,40394,18097225,35750,17185054,4644,912171,45133
nation,England,E92000001,2022/4/4,45133,18056831,39801,17149304,5332,907527,35601
nation,England,E92000001,2022/4/3,35601,18011698,31740,17109503,3861,902195,31605
nation,England,E92000001,2022/4/2,31605,17976097,28257,17077763,3348,898334,40343
nation,England,E92000001,2022/4/1,40343,17944492,35906,17049506,4437,894986,45876
nation,England,E92000001,2022/3/31,45876,17904149,40704,17013600,5172,890549,62747
nation,England,E92000001,2022/3/30,62747,17858273,55344,16972896,7403,885377,67443
nation,England,E92000001,2022/3/29,67443,17795526,59381,16917552,8062,877974,78903
nation,England,E92000001,2022/3/28,78903,17728083,69228,16858171,9675,869912,57998
nation,England,E92000001,2022/3/27,57998,17649180,51346,16788943,6652,860237,51773
nation,England,E92000001,2022/3/26,51773,17591182,46256,16737597,5517,853585,60256
nation,England,E92000001,2022/3/25,60256,17539409,53549,16691341,6707,848068,68603
nation,England,E92000001,2022/3/24,68603,17479153,60940,16637792,7663,841361,77596
nation,England,E92000001,2022/3/23,77596,17410550,68843,16576852,8753,833698,81847
nation,England,E92000001,2022/3/22,81847,17332954,72559,16508009,9288,824945,89906
nation,England,E92000001,2022/3/21,89906,17251107,79358,16435450,10548,815657,66902
nation,England,E92000001,2022/3/20,66902,17161201,59475,16356092,7427,805109,55211
nation,England,E92000001,2022/3/19,55211,17094299,49582,16296617,5629,797682,61903
nation,England,E92000001,2022/3/18,61903,17039088,55417,16247035,6486,792053,67684
nation,England,E92000001,2022/3/17,67684,16977185,60469,16191618,7215,785567,73954
nation,England,E92000001,2022/3/16,73954,16909501,66033,16131149,7921,778352,74100
nation,England,E92000001,2022/3/15,74100,16835547,66267,16065116,7833,770431,79517
nation,England,E92000001,2022/3/14,79517,16761447,70930,15998849,8587,762598,60265
nation,England,E92000001,2022/3/13,60265,16681930,53982,15927919,6283,754011,49154
nation,England,E92000001,2022/3/12,49154,16621665,44258,15873937,4896,747728,52270
nation,England,E92000001,2022/3/11,52270,16572511,47064,15829679,5206,742832,54298
nation,England,E92000001,2022/3/10,54298,16520241,48774,15782615,5524,737626,55490
nation,England,E92000001,2022/3/9,55490,16465943,49875,15733841,5615,732102,52340
nation,England,E92000001,2022/3/8,52340,16410453,47055,15683966,5285,726487,50984
nation,England,E92000001,2022/3/7,50984,16358113,45550,15636911,5434,721202,35912
nation,England,E92000001,2022/3/6,35912,16307129,32400,15591361,3512,715768,28504
nation,England,E92000001,2022/3/5,28504,16271217,25907,15558961,2597,712256,30605
nation,England,E92000001,2022/3/4,30605,16242713,27716,15533054,2889,709659,31533
nation,England,E92000001,2022/3/3,31533,16212108,28490,15505338,3043,706770,33360
nation,England,E92000001,2022/3/2,33360,16180575,30085,15476848,3275,703727,31857
nation,England,E92000001,2022/3/1,31857,16147215,28981,15446763,2876,700452,31858
nation,England,E92000001,2022/2/28,31858,16115358,28808,15417782,3050,697576,22165
nation,England,E92000001,2022/2/27,22165,16083500,20134,15388974,2031,694526,17601
nation,England,E92000001,2022/2/26,17601,16061335,16124,15368840,1477,692495,19532
nation,England,E92000001,2022/2/25,19532,16043734,17766,15352716,1766,691018,21883
nation,England,E92000001,2022/2/24,21883,16024202,19801,15334950,2082,689252,26008
nation,England,E92000001,2022/2/23,26008,16002319,23618,15315149,2390,687170,28019
nation,England,E92000001,2022/2/22,28019,15976311,25330,15291531,2689,684780,33030
nation,England,E92000001,2022/2/21,33030,15948292,29910,15266201,3120,682091,28408
nation,England,E92000001,2022/2/20,28408,15915262,25901,15236291,2507,678971,26430
nation,England,E92000001,2022/2/19,26430,15886854,24157,15210390,2273,676464,24922
nation,England,E92000001,2022/2/18,24922,15860424,22665,15186233,2257,674191,34168
nation,England,E92000001,2022/2/17,34168,15835502,30958,15163568,3210,671934,39443
nation,England,E92000001,2022/2/16,39443,15801334,35726,15132610,3717,668724,40144
nation,England,E92000001,2022/2/15,40144,15761891,36338,15096884,3806,665007,42491
nation,England,E92000001,2022/2/14,42491,15721747,38431,15060546,4060,661201,32326
nation,England,E92000001,2022/2/13,32326,15679256,29342,15022115,2984,657141,29140
nation,England,E92000001,2022/2/12,29140,15646930,26639,14992773,2501,654157,34942
nation,England,E92000001,2022/2/11,34942,15617790,31724,14966134,3218,651656,41331
nation,England,E92000001,2022/2/10,41331,15582848,37253,14934410,4078,648438,51015
nation,England,E92000001,2022/2/9,51015,15541517,45962,14897157,5053,644360,55437
nation,England,E92000001,2022/2/8,55437,15490502,49986,14851195,5451,639307,62672
nation,England,E92000001,2022/2/7,62672,15435065,56298,14801209,6374,633856,50143
nation,England,E92000001,2022/2/6,50143,15372393,45154,14744911,4989,627482,43233
nation,England,E92000001,2022/2/5,43233,15322250,39305,14699757,3928,622493,52556
nation,England,E92000001,2022/2/4,52556,15279017,47717,14660452,4839,618565,64031
nation,England,E92000001,2022/2/3,64031,15226461,57738,14612735,6293,613726,73907
nation,England,E92000001,2022/2/2,73907,15162430,66617,14554997,7290,607433,78512
nation,England,E92000001,2022/2/1,78512,15088523,70498,14488380,8014,600143,88500
nation,England,E92000001,2022/1/31,88500,15010011,79481,14417882,9019,592129,74976
nation,England,E92000001,2022/1/30,74976,14921511,67584,14338401,7392,583110,63018
nation,England,E92000001,2022/1/29,63018,14846535,57273,14270817,5745,575718,71682
nation,England,E92000001,2022/1/28,71682,14783517,64864,14213544,6818,569973,82727
nation,England,E92000001,2022/1/27,82727,14711835,74669,14148680,8058,563155,93211
nation,England,E92000001,2022/1/26,93211,14629108,83994,14074011,9217,555097,96954
nation,England,E92000001,2022/1/25,96954,14535897,87344,13990017,9610,545880,109233
nation,England,E92000001,2022/1/24,109233,14438943,98278,13902673,10955,536270,88557
nation,England,E92000001,2022/1/23,88557,14329710,80098,13804395,8459,525315,70483
nation,England,E92000001,2022/1/22,70483,14241153,64190,13724297,6293,516856,79172
nation,England,E92000001,2022/1/21,79172,14170670,71810,13660107,7362,510563,86953
nation,England,E92000001,2022/1/20,86953,14091498,78896,13588297,8057,503201,97334
nation,England,E92000001,2022/1/19,97334,14004545,88152,13509401,9182,495144,103308
nation,England,E92000001,2022/1/18,103308,13907211,93489,13421249,9819,485962,114776
nation,England,E92000001,2022/1/17,114776,13803903,103816,13327760,10960,476143,85596
nation,England,E92000001,2022/1/16,85596,13689127,77692,13223944,7904,465183,67820
nation,England,E92000001,2022/1/15,67820,13603531,62053,13146252,5767,457279,75174
nation,England,E92000001,2022/1/14,75174,13535711,68447,13084199,6727,451512,84132
nation,England,E92000001,2022/1/13,84132,13460537,76293,13015752,7839,444785,90002
nation,England,E92000001,2022/1/12,90002,13376405,81440,12939459,8562,436946,100978
nation,England,E92000001,2022/1/11,100978,13286403,91495,12858019,9483,428384,116341
nation,England,E92000001,2022/1/10,116341,13185425,105280,12766524,11061,418901,83079
nation,England,E92000001,2022/1/9,83079,13069084,75304,12661244,7775,407840,81218
nation,England,E92000001,2022/1/8,81218,12986005,73716,12585940,7502,400065,105081
nation,England,E92000001,2022/1/7,105081,12904787,94766,12512224,10315,392563,150786
nation,England,E92000001,2022/1/6,150786,12799706,134876,12417458,15910,382248,183794
nation,England,E92000001,2022/1/5,183794,12648920,164541,12282582,19253,366338,234873
nation,England,E92000001,2022/1/4,234873,12465126,210589,12118041,24284,347085,193612
nation,England,E92000001,2022/1/3,193612,12230253,173522,11907452,20090,322801,148606
nation,England,E92000001,2022/1/2,148606,12036641,133956,11733930,14650,302711,99297
nation,England,E92000001,2022/1/1,99297,11888035,90299,11599974,8998,288061,152884
nation,England,E92000001,2021/12/31,152884,11788738,138925,11509675,13959,279063,192822
nation,England,E92000001,2021/12/30,192822,11635854,175034,11370750,17788,265104,224026
nation,England,E92000001,2021/12/29,224026,11443032,204426,11195716,19600,247316,170580
nation,England,E92000001,2021/12/28,170580,11219006,155661,10991290,14919,227716,155564
nation,England,E92000001,2021/12/27,155564,11048426,142560,10835629,13004,212797,98906
nation,England,E92000001,2021/12/26,98906,10892862,91192,10693069,7714,199793,59912
nation,England,E92000001,2021/12/25,59912,10793956,55562,10601877,4350,192079,117562
nation,England,E92000001,2021/12/24,117562,10734044,108028,10546315,9534,187729,137022
nation,England,E92000001,2021/12/23,137022,10616482,125446,10438287,11576,178195,138142
nation,England,E92000001,2021/12/22,138142,10479460,126489,10312841,11653,166619,129598
nation,England,E92000001,2021/12/21,129598,10341318,119020,10186352,10578,154966,117577
nation,England,E92000001,2021/12/20,117577,10211720,108417,10067332,9160,144388,78493
nation,England,E92000001,2021/12/19,78493,10094143,72709,9958915,5784,135228,78930
nation,England,E92000001,2021/12/18,78930,10015650,73210,9886206,5720,129444,84949
